,Titre,Description,URL,Vrai_ou_Faux,Date_Publication,Date_Maj,Auteurs,Site
338,"Oui, cette vidéo d'arrestation brutale d'un enfant a bien été filmée aux Etats-Unis (mais en 2019)","Les images de l'arrestation brutale d'un jeune garçon noir par la police, aux Etats-Unis, indignent des internautes. Elles sont authentiques mais remontent à 2019",https://www.20minutes.fr/societe/2797599-20200611-oui-video-arrestation-brutale-enfant-bien-filmee-etats-unis-2019,vrai,le 11/06/20 à 17h06,le 11/06/20 à 17h07,A.O.,20minutes
339,"Donald Trump président, mort de Kobe… Le vrai du faux sur les « prédictions » attribuées aux « Simpson »",« 20 Minutes » fait le point sur les « prédictions » attribuées plus ou moins justement à la célèbre série « Les Simpson » au cours des années,https://www.20minutes.fr/societe/2797491-20200611-donald-trump-president-mort-kobe-vrai-faux-predictions-attribuees-simpson,Faux,le 11/06/20 à 15h46,le 11/06/20 à 17h10,Alexis Orsini,20minutes
340,"Donald Trump explique que « 96 % » des Républicains approuvent son travail, sans donner de source","Le président s'est félicité des résultats d'un sondage, selon lequel 96 % des Républicains approuvent ses actions. Les récents sondages ne donnent pas ce chiffre",https://www.20minutes.fr/monde/2795911-20200610-donald-trump-explique-96-republicains-approuvent-travail-donner-source,,le 10/06/20 à 19h07,le 10/06/20 à 19h07,Mathilde Cousin,20minutes
341,"Déconfinement : Non, beaucoup de profs n’ont pas refusé de revenir en classe","Contrairement aux dires de certains éditorialistes, les enseignants qui ne sont pas retournés dans leurs établissements avaient de bonnes raisons",https://www.20minutes.fr/societe/2796779-20200610-deconfinement-non-beaucoup-profs-refuse-revenir-classe,Faux,le 10/06/20 à 18h25,le 11/06/20 à 10h07,Delphine Bancaud,20minutes
342,"Mort de George Floyd : Non, Mike Tyson n'a pas tweeté contre les manifestations",Un faux tweet est attribué à l'ancien champion de boxe.,https://www.20minutes.fr/societe/2796699-20200610-mort-george-floyd-non-mike-tyson-tweete-contre-manifestations,Faux,le 10/06/20 à 16h03,le 10/06/20 à 16h03,A.O.,20minutes
343,PODCAST. Mort de George Floyd : Trois « fake news » qui ont circulé sur les réseaux sociaux,"Mathilde Cousin, journaliste à «20 Minutes», analyse de fausses images partagées sur les réseaux sociaux après la mort de George Floyd aux Etats-Unis ",https://www.20minutes.fr/podcast/2796107-20200610-podcast-mort-george-floyd-world-war-z-agent-fbi-revient-fake-news-reseaux-sociaux,Faux,le 10/06/20 à 12h15,le 10/06/20 à 12h19,Anne-Laëtitia Béraud,20minutes
344,"Coronavirus : Masques contre 5G, la Chine a-t-elle fait du chantage à la France ?","Selon un député américain, Xi Jinping aurait proposé à Emmanuel Macron un milliard de masques de protection en échange du soutien français à l’implantation de la 5G de Huawei en France",https://www.20minutes.fr/societe/2796071-20200610-coronavirus-masques-contre-5g-chine-fait-chantage-france,,le 10/06/20 à 07h05,le 11/06/20 à 10h11,Aymeric Le Gall,20minutes
345,"Non, l'application StopCovid n’a pas été ajoutée sur votre smartphone à votre insu","Des messages devenus viraux sur les réseaux donnent la méthode pour désactiver l’appli StopCovid, qui aurait été installée par le gouvernement sur le téléphone des Français sans les prévenir",https://www.20minutes.fr/societe/2794927-20200609-non-application-stopcovid-ajoutee-smartphone-insu,Faux,le 09/06/20 à 16h33,le 09/06/20 à 21h29,Marie-Laetitia Sibille,20minutes
346,"« Harry Potter » : Non, une pétition ne demande pas que J.K. Rowling ne soit plus l’autrice de la saga","Une pétition aurait été lancée pour que l’écrivaine britannique ne soit plus l’autrice de la saga, selon le compte Twitter La Plume libre. Aucune pétition n’a été lancée",https://www.20minutes.fr/arts-stars/culture/2795639-20200609-harry-potter-non-petition-demande-k-rowling-plus-autrice-saga,Faux,le 09/06/20 à 14h13,le 09/06/20 à 14h13,M.Co.,20minutes
347,Des policiers à cheval face à des manifestants à Lille ? Retour sur une vidéo virale,"Une vidéo d’un peu plus d’une minute montrant des policiers à cheval face à des manifestants, à Lille, est devenue virale sur les réseaux sociaux",https://www.20minutes.fr/societe/2795227-20200608-policiers-cheval-face-manifestants-lille-retour-video-virale,,le 08/06/20 à 18h22,le 08/06/20 à 18h22,Alexis Orsini,20minutes
348,"Mort de George Floyd : Non, cet épisode des « Simpson » n’était pas prémonitoire",Deux visuels relayés sur les réseaux sociaux laissent penser à tort que « Les Simpson » avaient prédit la mort de George Floyd à Minneapolis.,https://www.20minutes.fr/societe/2794983-20200608-mort-george-floyd-non-episode-simpson-premonitoire,Faux,le 08/06/20 à 12h49,le 09/06/20 à 12h21,A.O.,20minutes
349,Coronavirus : Quels sont les comptes Twitter « super diffuseurs » de fausses informations en France ?,L’organisation NewsGuard a listé les comptes Twitter aux audiences les plus élevées qui ont véhiculé des fake news durant la crise sanitaire,https://www.20minutes.fr/high-tech/2793955-20200607-coronavirus-comptes-twitter-super-diffuseurs-fausses-informations-france,Faux,le 07/06/20 à 17h25,le 07/06/20 à 18h31,Hakima Bounemoura,20minutes
350,"Le Covid-19, une « fausse alerte mondiale » selon un « rapport officiel allemand » ? Prudence !","Des sites expliquent qu'« un rapport du ministère de l’Intérieur [allemand] conteste le récit officiel du coronavirus ». Le document est une initiative isolée, selon le ministère",https://www.20minutes.fr/monde/2793995-20200606-covid-19-fausse-alerte-mondiale-selon-rapport-officiel-allemand-prudence,Faux,le 06/06/20 à 18h58,le 07/06/20 à 15h25,M.Co.,20minutes
351,"Manifestations aux Etats-Unis, arnaque au bon d'achat... Attention aux intox de la semaine",Soyez forts contre les fausses nouvelles,https://www.20minutes.fr/high-tech/2793603-20200606-manifestations-etats-unis-arnaque-bon-achat-attention-intox-semaine,Faux,le 06/06/20 à 11h35,le 06/06/20 à 11h35,M.Co.,20minutes
352,"C’est du sérieux : Policiers racistes, virus de l’amour et mollo sur la tondeuse","Parce qu’entre vous et nous, c’est du sérieux, voici notre sélection d’articles qui donnent à réfléchir",https://www.20minutes.fr/societe/2792699-20200606-serieux-policiers-racistes-virus-amour-mollo-tondeuse,,le 06/06/20 à 11h05,le 06/06/20 à 11h05,Charlotte Murat,20minutes
353,Mort de George Floyd : Deux gangs américains rivaux unis dans les manifestations ? Cette photo date en réalité de 2016,"Les Bloods et les Crips, deux gangs rivaux de Los Angeles, n'ont pas manifesté pour la première fois côte à côte aux Etats-Unis après la mort de George Floyd, contrairement à ce qui est partagé sur les réseaux sociaux",https://www.20minutes.fr/societe/2793223-20200605-mort-george-floyd-deux-gangs-americains-rivaux-unis-manifestations-photo-date-realite-2016,,le 05/06/20 à 17h53,le 05/06/20 à 17h56,Mathilde Cousin,20minutes
354,"Attention, c'est le retour des arnaques aux faux bons d'achat E.Leclerc sur Facebook",La promesse d'un chèque cadeau de 140 euros n'est malheureusement pas authentique,https://www.20minutes.fr/societe/2793543-20200605-attention-retour-arnaques-faux-bons-achat-eleclerc-facebook,Faux,le 05/06/20 à 17h41,le 23/11/20 à 16h52,Aymeric Le Gall,20minutes
355,"« Oh My Fake » : Pourquoi moins on s'y connaît, plus on la ramène ?","Cette semaine, Clémence va vous parler de Kim Glow et de l'effet Dunning-Krüger",https://www.20minutes.fr/societe/2793479-20200605-oh-my-fake-pourquoi-moins-sait-plus-ramene,,le 05/06/20 à 16h08,le 19/06/20 à 16h09,Anne Kerloc'h,20minutes
356,"Coronavirus : Oui, George Floyd avait bien contracté le Covid-19",Une publication sur Twitter présentait ce jeudi une photographie du rapport d'autopsie de George Floyd ,https://www.20minutes.fr/societe/2792887-20200604-coronavirus-oui-george-floyd-bien-contracte-covid-19,vrai,le 04/06/20 à 20h56,le 04/06/20 à 20h56,Aymeric Le Gall,20minutes
357,"Etats-Unis : Non, George Soros n’a pas dit qu’il allait « faire tomber les Etats-Unis »","Le financier, dans le viseur de l’extrême-droite, n’a pas déclaré dans « Bild » qu’il allait « faire tomber les Etats-Unis en finançant des groupes de haine noirs »",https://www.20minutes.fr/high-tech/2792659-20200604-etats-unis-non-george-soros-dit-allait-faire-tomber-etats-unis,Faux,le 04/06/20 à 18h33,le 04/06/20 à 18h33,Mathilde Cousin,20minutes
358,"Coronavirus : Oui, Agnès Buzyn se contredit en affirmant qu’il n’y avait « aucun départ d’épidémie » lorsqu’elle a quitté le ministère de la Santé","Agnès Buzyn se voit reprocher des propos contradictoires sur ses connaissances de l'épidémie de coronavirus au moment où elle a quitté son poste de ministre de la Santé, en février dernier ",https://www.20minutes.fr/societe/2792747-20200604-coronavirus-oui-agnes-buzyn-contredit-affirmant-aucun-depart-epidemie-lorsqu-quitte-ministere-sante,vrai,le 04/06/20 à 18h10,le 04/06/20 à 18h10,Alexis Orsini,20minutes
359,"Automobile : Derrière la bourde de Sibeth Ndiaye, la stratégie industrielle de Renault en question","La porte-parole du gouvernement a affirmé, à tort, que Renault produisait 6 millions de véhicules par an mais n’en vendait que 3 millions",https://www.20minutes.fr/economie/2792011-20200604-automobile-derriere-bourde-sibeth-ndiaye-strategie-industrielle-renault-question,,le 04/06/20 à 17h03,le 04/06/20 à 18h36,Aymeric Le Gall,20minutes
360,Mort de George Floyd : Attention à cette infographie trompeuse sur les homicides aux Etats-Unis,"Relayée par Donald Trump en 2015, un schéma resurgit sur les réseaux sociaux. Il avance des chiffres erronés sur les homicides commis dans le pays",https://www.20minutes.fr/societe/2791671-20200603-mort-george-floyd-attention-infographie-trompeuse-homicides-etats-unis,Faux,le 03/06/20 à 19h24,le 04/06/20 à 15h12,M.Co.,20minutes
361,Des manifestants ont-ils été contrôlés par la police en raison de leur couleur de peau lors d’un rassemblement à Paris ?,Une vidéo très vue sur les réseaux sociaux dénonce un contrôle de police qui aurait été effectué sur la base de la couleur de peau,https://www.20minutes.fr/societe/2791131-20200603-manifestants-controles-police-raison-couleur-peau-lors-rassemblement-paris,,le 03/06/20 à 16h58,le 04/06/20 à 15h38,Alexis Orsini,20minutes
362,"Mort de George Floyd : Non, une chaîne américaine n’a pas présenté des images du film « World War Z » comme étant celles des émeutes",MSNBC a été accusée d’avoir diffusé un extrait du film de zombies à la place d’images des manifestations qui se déroulent aux Etats-Unis. Le montage est une plaisanterie qui a échappé à son auteur,https://www.20minutes.fr/societe/2791039-20200602-mort-george-floyd-non-chaine-americaine-presente-images-film-world-war-z-comme-celles-emeutes,Faux,le 02/06/20 à 19h05,le 03/06/20 à 17h21,M.Co.,20minutes
363,"Etats-Unis : Non, cette vidéo ne montre pas une arrestation d’un agent du FBI","Des policiers blancs américains ont arrêté par erreur un homme noir, le prenant pour un autre. La vidéo de l’arrestation, de 2019, est devenue virale lundi. L’homme arrêté n’est pas un agent du FBI, contrairement à ce qu’affirment des internautes",https://www.20minutes.fr/monde/2790607-20200602-etats-unis-non-video-montre-arrestation-agent-fbi,Faux,le 02/06/20 à 15h27,le 02/06/20 à 15h27,Mathilde Cousin,20minutes
364,"Oui, l’interpellation d’un homme immobilisé par un genou sur le cou a bien été filmée à Paris",Les images d’une interpellation à Paris rappelant celle ayant entraîné la mort de George Floyd aux Etats-Unis sont devenues virales sur les réseaux sociaux,https://www.20minutes.fr/societe/2789515-20200530-oui-interpellation-homme-immobilise-genou-cou-bien-filmee-paris,vrai,le 30/05/20 à 18h25,le 31/05/20 à 10h29,Alexis Orsini,20minutes
365,"Chloroquine, StopCovid... Attention aux intox de la semaine",Soyez forts contre les fausses nouvelles,https://www.20minutes.fr/societe/2789439-20200530-chloroquine-stopcovid-attention-intox-semaine,Faux,le 30/05/20 à 11h59,le 30/05/20 à 11h59,A.O.,20minutes
366,"Mort de George Floyd : Commissariat brûlé, bâtiments dévastés... Retour sur ces vidéos virales de Minneapolis","Des émeutes ont éclaté à Minneapolis après la mort de George Floyd, ce Noir américain de 46 ans asphyxié par un policier blanc après une arrestation violente ",https://www.20minutes.fr/monde/2789059-20200529-mort-george-floyd-commissariat-brule-batiments-devastes-retour-videos-virales-minneapolis,,le 29/05/20 à 17h52,le 03/06/20 à 17h31,Aymeric Le Gall,20minutes
367,« Oh My Fake » : Ils pensent que le Covid-19 est une punition divine,"Le coronavirus, ce fléau médical que certains veulent voir en fléau de Dieu",https://www.20minutes.fr/societe/2788955-20200529-oh-my-fake-pensent-covid-19-punition-divine,,le 29/05/20 à 17h17,le 19/06/20 à 15h37,Anne Kerloc'h,20minutes
368,"Déconfinement : Non, ces photos ne montrent pas une « plage dynamique » à La Grande Motte",Deux photos d’une plage ayant mis en place un dispositif d’accès singulier sont partagées hors contexte sur Facebook,https://www.20minutes.fr/societe/2788115-20200529-deconfinement-non-photos-montrent-plage-dynamique-grande-motte,Faux,le 29/05/20 à 08h05,le 29/05/20 à 08h05,A.O.,20minutes
369,Coronavirus : Des soignants de l’hôpital d’Ivry-sur-Seine ont-ils jeté leurs médailles à la poubelle ?,La vidéo de soignants jetant leurs médailles à la poubelle a beaucoup circulé sur les réseaux sociaux. Il s'agit en réalité d'une action syndicale,https://www.20minutes.fr/societe/2788259-20200528-coronavirus-soignants-hopital-ivry-seine-jete-medailles-poubelle,,le 28/05/20 à 19h30,le 28/05/20 à 20h27,Aymeric Le Gall,20minutes
370,"Coronavirus : La thrombose, seule cause de décès ? Attention à ce message viral",Un message viral affirme que les décès du Covid-19 sont causés par une thrombose et que la prise d'aspirine suffit à en « guérir ». « 20 Minutes » décrypte le vrai du faux avec des spécialistes,https://www.20minutes.fr/sante/2787391-20200528-coronavirus-thrombose-seule-cause-deces-attention-message-viral,Faux,le 28/05/20 à 07h55,le 28/05/20 à 07h55,Mathilde Cousin,20minutes
371,"Coronavirus : L'étude sur l'hydroxychloroquine est-elle « foireuse », comme l'a dit le professeur Didier Raoult ?","Une vaste étude scientifique a mis à mal les théories de Didier Raoult, fervent défenseur de l'utilisation de l'hydroxychloroquine contre le Covid-19. ",https://www.20minutes.fr/societe/2787379-20200527-coronavirus-etude-hydroxychloroquine-foireuse-comme-dit-professeur-didier-raoult,,le 27/05/20 à 16h51,le 27/05/20 à 17h42,Aymeric Le Gall,20minutes
